# telescope   = tel13
# season      = 2014-2015
# filter      = RG715
# aperture    = 6.000               pix
# deblend     = 1
# gliese      = 1132
# lhs         = 281
# nltt        = 23819
# twomass     = 10145184-4709244
# ra          = 10:14:51.770        hr
# dec         = -47:09:24.10        deg
# pmra        = -1.04648201531881   arcsec/yr
# pmdec       = 0.416445772717513   arcsec/yr
# aflag       = R 
# plx         = 0.08307             arcsec
# e_plx       = 0.00169             arcsec
# r_plx       = 2005AJ....129.1954J
# distmod     = 0.402778947673816   mag
# s_distmod   = T
# bjmag       = 13.95               mag
# rfmag       = 11.93               mag
# inmag       = 9.57                mag
# jmag        = 9.245               mag
# e_jmag      = 0.026               mag
# q_jmag      = A
# hmag        = 8.666               mag
# e_hmag      = 0.031               mag
# q_hmag      = A
# kmag        = 8.322               mag
# e_kmag      = 0.027               mag
# q_kmag      = A
# vest        = 13.49               mag
# s_vest      = R
# vmjest      = 4.245               mag
# spectype    = M3.5
# r_spectype  = 1996AJ....112.2799H
# mass        = 0.180204199469014   Msol
# radius      = 0.201979294465034   Rsol
# null_dc[1]  = 0.000114            mag
# null_dc[2]  = 0.000573            mag
# null_cm     = 0.844670            mag/mag
# null_fwhm_k = -0.001020           mag/pix
# null_fwhm_0 = 2.516000            pix
# null_chidof = 3.918
# null_nfit   = 9264
# null_nparm  = 4
#
#BJD           Mag         e_Mag       tExp    DMag    FWHM   Ellip Airmass X         Y         Angle   Sky      Peak  S  V  R F CM        Corr_Mag   
#------------- ----------- ----------- ------- ------- ------ ----- ------- --------- --------- ------- -------- ----- -- -- - - --------- -----------
2456955.857435   -0.010625    0.003209  18.023 -0.6866  2.333 0.057 1.53850  1024.122  1023.489    0.01   104.24 10135  1  1 0 0 -0.002196   -0.009071
2456955.874787   -0.011456    0.002589  18.023 -0.2144  2.422 0.074 1.41962  1023.887  1022.672    0.02   267.87 17104  1  1 0 0 -0.002297   -0.009726
2456955.875311   -0.003663    0.002645  18.023 -0.2143  2.351 0.059 1.41643  1025.177  1025.313    0.02   296.98 16350  1  1 0 0 -0.002299   -0.002004
2456956.813174    0.014972    0.004674  18.023 -0.9780  2.472 0.068 1.97038  1026.510  1026.134    0.01   149.07  7870  1  1 0 0  0.006007    0.009738
2456956.813704    0.003826    0.003895  18.023 -0.7679  3.313 0.249 1.96305  1026.128  1024.012    0.01   148.82  6291  1  1 0 0  0.006050   -0.000586
2456956.833050   -0.014112    0.003520  18.023 -0.5466  2.664 0.080 1.73190  1024.576  1023.418    0.01   145.16 10738  1  1 0 0  0.006640   -0.019683
2456956.833578   -0.005391    0.003245  18.023 -0.4695  2.764 0.055 1.72647  1024.600  1024.030    0.02   144.34 10169  1  1 0 0  0.006649   -0.010868
2456956.857361   -0.004219    0.002630  18.023 -0.1679  2.612 0.071 1.51872  1023.429  1024.520    0.03   146.16 13904  1  1 0 0  0.004193   -0.007778
2456956.857896    0.001826    0.002622  18.023 -0.1596  3.168 0.130 1.51477  1022.777  1024.284    0.03   146.79 11317  1  1 0 0  0.004149   -0.001127
2456957.865041   -0.003925    0.002470  18.023 -0.0906  3.803 0.049 1.44693  1023.912  1019.808    0.03    77.25  7748  1  1 0 0 -0.001153   -0.001752
2456957.865560   -0.006934    0.002512  18.023 -0.0924  3.730 0.061 1.44359  1026.293  1024.435    0.03    61.25  6929  1  1 0 0 -0.001047   -0.004926
2456958.811265   -0.015748    0.004751  18.023 -1.3807  2.946 0.100 1.92325  1023.991  1023.839    0.01   115.27  3969  1  1 0 0  0.002061   -0.017164
2456958.811785    0.001313    0.004178  18.023 -1.0094  3.146 0.081 1.91643  1026.053  1026.605    0.01   116.39  5006  1  1 0 0  0.002103    0.000066
2456958.831087   -0.001713    0.002904  18.023 -0.1009  2.469 0.053 1.69729  1023.613  1022.459    0.02   102.92 17346  1  1 0 0  0.001153   -0.002849
2456958.831604   -0.000930    0.002892  18.023 -0.1272  2.602 0.056 1.69222  1023.772  1023.524    0.02   112.67 15219  1  1 0 0  0.001097   -0.001883
2456958.851176    0.000537    0.002773  18.023 -0.3805  2.415 0.046 1.52460  1024.216  1022.418    0.03   100.53 13025  1  1 0 0  0.001140   -0.000644
2456958.851693   -0.004308    0.002821  18.023 -0.4506  2.603 0.050 1.52075  1024.427  1022.935    0.03   102.26 11261  1  1 0 0  0.001168   -0.005320
2456958.868150   -0.001595    0.002440  18.023 -0.1217  2.940 0.059 1.41082  1024.108  1023.429    0.03   139.02 12577  1  1 0 0  0.000773   -0.001930
2456958.868665   -0.003625    0.002417  18.023 -0.1043  2.949 0.043 1.40774  1024.124  1023.177    0.03   138.78 13570  1  1 0 0  0.000737   -0.003920
2456961.801460   -0.004241    0.003345  18.023 -0.0790  4.166 0.106 1.94620  1024.331  1023.905    0.01    46.95  5873  1  1 0 0  0.001831   -0.004218
2456961.801984   -0.002352    0.003343  18.023 -0.0506  4.263 0.194 1.93916  1026.984  1024.740    0.01    47.22  5892  1  1 0 0  0.001815   -0.002216
2456961.835786   -0.007523    0.002685  18.023 -0.0805  3.243 0.108 1.58201  1024.958  1020.583    0.02    49.09 10092  1  1 0 0  0.000517   -0.007332
2456961.836306   -0.004534    0.002677  18.023 -0.0868  3.664 0.144 1.57774  1025.125  1021.457    0.03    45.33  8311  1  1 0 0  0.000494   -0.003894
2456961.864931   -0.002005    0.002366  18.023 -0.0820  2.982 0.076 1.38257  1024.645  1022.756    0.03    61.64 12652  1  1 0 0  0.000942   -0.002439
2456961.865449   -0.006720    0.002358  18.023 -0.0802  2.791 0.081 1.37967  1025.403  1023.695    0.03    65.03 13402  1  1 0 0  0.000922   -0.007333
2456965.790797   -0.004934    0.003397  18.023 -0.0711  2.644 0.081 1.94480  1024.499  1023.061    0.01   250.10 14818  1  1 0 0  0.002638   -0.007146
2456965.791318    0.005395    0.003395  18.023 -0.0702  2.709 0.057 1.93781  1023.852  1021.319    0.01   245.33 14900  1  1 0 0  0.002645    0.003243
2456965.827059    0.004846    0.002648  18.023 -0.0891  2.739 0.070 1.56542   977.402   992.058    0.02    87.94 13797  1  1 0 0  0.002622    0.002744
2456965.827587    0.000539    0.002642  18.023 -0.0870  2.753 0.049 1.56119  1020.668  1023.649    0.02    85.96 14266  1  1 0 0  0.002618   -0.001545
2456965.849873    0.003844    0.002413  18.023 -0.1002  2.775 0.073 1.40739   970.496   967.317    0.02    65.83 13541  1  1 0 0  0.001749    0.002516
2456965.850378   -0.004487    0.002385  18.023 -0.0934  2.522 0.045 1.40440  1021.300  1022.569    0.04    67.40 15246  1  1 0 0  0.001715   -0.006044
2456965.867382   -0.005578    0.002365  18.023 -0.0925  2.431 0.035 1.31419  1023.453  1024.020    0.04   273.39 18153  1  1 0 0  0.001714   -0.007227
2456965.867906   -0.001288    0.002369  18.023 -0.0946  2.594 0.062 1.31171  1024.016  1023.322    0.04   299.09 16543  1  1 0 0  0.001744   -0.002796
2456966.786570   -0.003399    0.003540  18.023 -0.0701  3.946 0.077 1.96581  1024.222  1021.056    0.01   320.60  7205  1  1 0 0  0.001450   -0.003279
2456966.787098    0.008137    0.003536  18.023 -0.0661  4.007 0.115 1.95853  1023.701  1022.676    0.01   321.69  6599  1  1 0 0  0.001465    0.008306
2456966.806222    0.005104    0.003038  18.023 -0.0658  3.535 0.040 1.73080  1024.369  1021.997    0.02   301.87  8699  1  1 0 0  0.001077    0.005120
2456966.806750   -0.004665    0.003070  18.023 -0.0629  4.436 0.203 1.72538  1025.247  1023.197    0.02   302.05  5326  1  1 0 0  0.001031   -0.003691
2456966.825609   -0.008861    0.002750  18.023 -0.0799  3.420 0.072 1.55555  1025.759  1024.039    0.03   217.85  9165  1  1 0 0 -0.000401   -0.007714
2456966.826121   -0.006694    0.002732  18.023 -0.0638  3.818 0.052 1.55152  1026.333  1025.092    0.03   240.93  8077  1  1 0 0 -0.000431   -0.005116
2456966.846877   -0.002650    0.002482  18.023 -0.0801  3.210 0.041 1.40922  1024.374  1023.330    0.03   170.41 10703  1  1 0 0 -0.000585   -0.001562
2456966.847395   -0.006502    0.002437  18.023 -0.0756  4.001 0.030 1.40614  1023.880  1022.212    0.03   112.59  7575  1  1 0 0 -0.000552   -0.004635
2456966.872653    0.006620    0.002623  18.023 -0.0817  2.963 0.030 1.27827  1023.838  1023.769    0.04   822.08 13592  1  1 0 0  0.000253    0.006748
2456966.873172   -0.014648    0.002643  18.023 -0.0841  3.100 0.034 1.27605  1024.633  1023.975    0.04   917.84 13319  1  1 0 0  0.000258   -0.014385
2456967.785837   -0.003136    0.003424  18.023 -0.0649  2.836 0.059 1.93918  1023.581  1022.568    0.01   340.67 12856  1  1 0 0  0.001014   -0.003780
2456967.786354   -0.011121    0.003423  18.023 -0.0648  2.875 0.056 1.93228  1023.526  1023.113    0.01   340.22 13882  1  1 0 0  0.000936   -0.011659
2456967.806744   -0.004267    0.002971  18.023 -0.0757  3.020 0.030 1.69841  1023.743  1023.659    0.02   300.89 10888  1  1 0 0 -0.000383   -0.003543
2456967.807275   -0.005070    0.002983  18.023 -0.0829  2.880 0.048 1.69320  1023.847  1023.915    0.02   299.57 13862  1  1 0 0 -0.000354   -0.004513
2456967.830919   -0.001517    0.002619  18.023 -0.0874  2.899 0.035 1.49566  1023.986  1023.092    0.03   282.66 12367  1  1 0 0  0.001125   -0.002191
2456967.831435    0.000452    0.002624  18.023 -0.0891  2.811 0.026 1.49201  1023.955  1023.139    0.03   281.11 13555  1  1 0 0  0.001161   -0.000342
2456967.853062   -0.002663    0.002414  18.023 -0.0989  2.968 0.030 1.35917  1023.930  1023.745    0.04   252.13 12295  1  1 0 0  0.000522   -0.002756
2456967.853571   -0.008130    0.002430  18.023 -0.0992  2.868 0.046 1.35647  1023.965  1023.750    0.04   259.68 13528  1  1 0 0  0.000484   -0.008294
2456967.872669   -0.002687    0.002664  18.023 -0.0932  2.668 0.029 1.26688  1023.344  1024.512    0.04   947.29 14542  1  1 0 0  0.001675   -0.004061
2456967.873187   -0.003427    0.002638  18.023 -0.0944  2.676 0.028 1.26475  1024.023  1024.128    0.04  1043.03 17335  1  1 0 0  0.001730   -0.004839
2456968.786949   -0.010159    0.003276  18.023 -0.0377  2.825 0.045 1.88970  1023.905  1023.163    0.01   209.64 14115  1  1 0 0 -0.005734   -0.005114
2456968.787470   -0.003379    0.003258  18.023 -0.0447  3.036 0.079 1.88314  1023.703  1022.029    0.01   211.05 12961  1  1 0 0 -0.005747    0.001891
2456968.806438   -0.014232    0.002880  18.023 -0.0559  2.746 0.042 1.67533  1024.089  1022.963    0.02   190.69 16055  1  1 0 0 -0.005706   -0.009292
2456968.806961   -0.006329    0.002844  18.023 -0.0504  2.652 0.051 1.67036  1023.677  1022.211    0.02   190.64 16756  1  1 0 0 -0.005687   -0.001501
2456968.823683   -0.005014    0.002638  18.023 -0.0542  3.124 0.052 1.52893  1023.643  1024.442    0.02   180.03 10941  1  1 0 0 -0.005292   -0.000039
2456968.824209   -0.007552    0.002635  18.023 -0.0609  3.044 0.043 1.52499  1023.912  1021.991    0.02   174.84 11994  1  1 0 0 -0.005294   -0.002656
2456968.842339   -0.010962    0.002455  18.023 -0.0724  3.314 0.031 1.40424  1024.546  1023.512    0.03   153.97  9739  1  1 0 0 -0.005239   -0.005837
2456968.842861   -0.007392    0.002440  18.023 -0.0650  3.206 0.052 1.40117  1024.294  1023.571    0.03   145.98 11030  1  1 0 0 -0.005225   -0.002389
2456968.861801   -0.011544    0.002313  18.023 -0.0806  2.876 0.035 1.30258  1024.616  1022.365    0.03   197.29 12644  1  1 0 0 -0.005101   -0.006982
2456968.862329   -0.006674    0.002317  18.023 -0.0740  3.048 0.057 1.30016  1024.815  1022.834    0.03   198.55 13211  1  1 0 0 -0.005144   -0.001900
2456969.780032   -0.026248    0.003508  18.023 -0.0667  5.399 0.102 1.94497  1025.554  1025.478    0.01   175.44  1862  1  1 0 0 -0.003411   -0.020539
2456969.780561   -0.014223    0.003451  18.023 -0.0570  5.368 0.102 1.93786  1024.181  1022.837    0.01   176.45  2389  1  1 0 0 -0.003379   -0.008573
2456969.803921   -0.011466    0.002912  18.023 -0.0791  4.568 0.085 1.67371  1022.876  1023.140    0.02   151.31  4143  1  1 0 0 -0.002782   -0.007137
2456969.804455   -0.003859    0.002847  18.023 -0.0502  4.749 0.144 1.66865  1024.636  1025.278    0.02   149.12  4166  1  1 0 0 -0.002828    0.000695
2456969.821970   -0.001716    0.002608  18.023 -0.0715  4.384 0.107 1.52164  1025.970  1021.270    0.03   135.56  5516  1  1 0 0 -0.003917    0.003385
2456969.822485   -0.004898    0.002630  18.023 -0.0772  5.101 0.061 1.51782  1023.725  1022.368    0.03   128.92  3383  1  1 0 0 -0.003901    0.000921
2456969.845504   -0.005778    0.002435  18.023 -0.1122  4.063 0.104 1.37096  1024.245  1020.694    0.04   138.22  5297  1  1 0 0 -0.004078   -0.000869
2456969.846031   -0.007722    0.002410  18.023 -0.0686  5.163 0.105 1.36808  1026.193  1023.370    0.03   130.44  3098  1  1 0 0 -0.004126   -0.001650
2456969.862048   -0.004313    0.002285  18.023 -0.0799  3.610 0.119 1.28934  1024.807  1025.210    0.04   174.06  9329  1  1 0 0 -0.005081    0.000980
2456969.862563    0.000504    0.002285  18.023 -0.0749  3.504 0.052 1.28707  1024.434  1023.668    0.04   183.94  9204  1  1 0 0 -0.005060    0.005672
2456969.863085   -0.002759    0.002263  18.023 -0.0653  3.438 0.079 1.28478  1024.767  1022.112    0.04   191.76 10395  1  1 1 0 -0.005038    0.002323
2456969.863599   -0.004926    0.002285  18.023 -0.0793  4.063 0.091 1.28254  1024.218  1024.678    0.04   206.98  6905  1  1 1 0 -0.005016    0.000775
2456969.864117   -0.001714    0.002285  18.023 -0.0751  2.916 0.057 1.28030  1025.409  1022.515    0.04   219.41 12092  1  1 1 0 -0.004994    0.002799
2456969.864634   -0.008937    0.002295  18.023 -0.0815  3.186 0.108 1.27808  1025.254  1022.765    0.04   227.46 10084  1  1 1 0 -0.004973   -0.004167
2456969.865148   -0.009747    0.002312  18.023 -0.0845  3.294 0.137 1.27589  1025.296  1023.570    0.04   253.48  9158  1  1 1 0 -0.004951   -0.004885
2456969.865664   -0.008071    0.002318  18.023 -0.0802  3.575 0.116 1.27370  1023.326  1023.485    0.04   266.44  8749  1  1 1 0 -0.004929   -0.002941
2456969.866187    0.003296    0.002362  18.023 -0.0837  4.454 0.054 1.27150  1021.710  1024.843    0.04   289.75  4929  1  1 1 0 -0.004907    0.009304
2456969.866701   -0.001872    0.002336  18.023 -0.0741  3.418 0.045 1.26935  1025.036  1020.838    0.04   310.58 10382  1  1 1 0 -0.004886    0.003061
2456969.868989   -0.011138    0.002391  18.023 -0.0794  4.430 0.187 1.25995  1022.747  1024.408    0.04   469.50  6459  1  1 1 0 -0.004790   -0.005254
2456969.869504   -0.007072    0.002409  18.023 -0.0815  3.872 0.101 1.25787  1023.307  1024.077    0.04   517.56  8025  1  1 1 0 -0.004768   -0.001776
2456969.870022   -0.005486    0.002499  18.023 -0.0778  4.834 0.081 1.25579  1021.443  1023.778    0.04   571.04  4358  1  1 1 0 -0.004746    0.000773
2456969.870528    0.002104    0.002594  18.023 -0.0846  4.521 0.041 1.25378  1027.383  1023.038    0.04   631.65  5143  1  1 1 0 -0.004725    0.008026
2456970.776435   -0.003251    0.003404  18.023 -0.0604  3.087 0.035 1.95735  1023.540  1022.986    0.01   162.39 11664  1  1 0 0 -0.004426    0.000956
2456970.776954   -0.006499    0.003380  18.023 -0.0565  3.346 0.032 1.95027  1025.987  1026.215    0.01   162.94 10017  1  1 0 0 -0.004422   -0.002032
2456970.795872   -0.010796    0.002950  18.023 -0.0844  3.017 0.050 1.72670  1023.686  1023.890    0.02   136.81 12378  1  1 0 0 -0.002601   -0.008202
2456970.796389   -0.005818    0.002934  18.023 -0.0825  2.941 0.028 1.72141  1023.888  1023.096    0.02   138.09 13092  1  1 0 0 -0.002548   -0.003347
2456970.817447   -0.009570    0.002625  18.023 -0.0846  3.172 0.030 1.53547  1023.830  1023.793    0.03   127.65 10215  1  1 0 0 -0.001020   -0.008154
2456970.817962   -0.006591    0.002625  18.023 -0.0940  3.399 0.034 1.53156  1024.533  1023.516    0.03   128.94  8842  1  1 0 0 -0.000984   -0.004973
2456970.836577   -0.002427    0.002430  18.023 -0.0920  3.275 0.027 1.40654  1023.898  1022.372    0.03   117.44  9851  1  1 0 0 -0.000832   -0.001064
2456970.837095   -0.011869    0.002414  18.023 -0.1045  3.517 0.027 1.40348  1023.576  1023.621    0.03   117.49  8048  1  1 0 0 -0.000829   -0.010263
2456970.861395   -0.015265    0.002253  18.023 -0.1010  2.881 0.030 1.28046  1024.391  1024.291    0.04   151.80 12141  1  1 0 0 -0.000847   -0.014291
2456970.861905   -0.010187    0.002268  18.023 -0.1055  2.926 0.042 1.27826  1024.849  1024.000    0.04   159.29 13169  1  1 0 0 -0.000867   -0.009151
2456971.775865    0.001454    0.004622  18.023 -0.7970  2.808 0.057 1.92885  1023.193  1021.766    0.01   274.97  7142  1  1 0 0  0.000787    0.000973
2456971.776385    0.006496    0.004181  18.023 -0.7125  2.896 0.048 1.92200  1023.162  1023.718    0.00   261.02  7256  1  1 0 0  0.000832    0.006067
2456971.800602   -0.008187    0.002976  18.023 -0.2369  2.823 0.054 1.65445  1024.341  1023.870    0.02   191.39 11410  1  1 0 0 -0.001656   -0.006589
2456971.801117   -0.003102    0.002838  18.023 -0.0795  2.568 0.044 1.64971  1024.300  1023.985    0.02   170.79 15526  1  1 0 0 -0.001628   -0.001789
2456971.821841   -0.002966    0.002748  18.023 -0.3016  2.506 0.047 1.48395  1023.977  1023.045    0.03   193.57 15521  1  1 0 0 -0.000884   -0.002344
2456971.822359   -0.000374    0.002777  18.023 -0.1805  2.674 0.049 1.48036  1025.529  1025.794    0.03   175.24 13281  1  1 0 0 -0.000914    0.000445
2456971.850125   -0.005682    0.002312  18.023 -0.0919  2.432 0.037 1.31960  1024.026  1022.584    0.04   136.34 17160  1  1 0 0 -0.001762   -0.004394
2456971.850649   -0.007772    0.002306  18.023 -0.1036  2.429 0.042 1.31709  1024.612  1023.256    0.04   134.82 18367  1  1 0 0 -0.001758   -0.006491
2456972.779113    0.002295    0.003174  18.023 -0.0664  2.508 0.038 1.85369  1023.655  1022.346    0.02    87.15 16436  1  1 0 0 -0.000355    0.002472
2456972.779629   -0.006546    0.003166  18.023 -0.0616  2.427 0.034 1.84747  1023.918  1021.853    0.02    96.07 18063  1  1 0 0 -0.000380   -0.006431
2456972.801122   -0.007009    0.002762  18.023 -0.0751  2.551 0.040 1.62547  1024.002  1023.849    0.02    85.61 16708  1  1 0 0 -0.001076   -0.006178
2456972.801643   -0.003149    0.002732  18.023 -0.0730  2.645 0.034 1.62088  1024.239  1023.415    0.02    86.47 14758  1  1 0 0 -0.001035   -0.002257
2456972.818897   -0.009153    0.002512  18.023 -0.0856  2.336 0.033 1.48575  1024.044  1024.467    0.04    73.43 16402  1  1 0 0  0.000263   -0.009673
2456972.819423   -0.011659    0.002517  18.023 -0.0869  2.286 0.024 1.48209  1024.323  1023.232    0.03    72.62 17895  1  1 0 0  0.000245   -0.012214
2456972.839968   -0.014425    0.002326  18.023 -0.0929  2.495 0.050 1.35737  1023.455  1022.631    0.04    69.28 15821  1  1 0 0 -0.000409   -0.014215
2456972.840485    0.001304    0.002320  18.023 -0.0949  2.515 0.037 1.35464  1024.229  1022.998    0.04    67.22 16762  1  1 0 0 -0.000409    0.001534
2456972.859257    0.000599    0.002203  18.023 -0.0945  2.286 0.043 1.26680  1023.998  1023.632    0.04    86.69 18686  1  1 0 0 -0.000609    0.000764
2456972.859774    0.001191    0.002222  18.023 -0.1027  2.584 0.035 1.26467  1024.124  1024.366    0.05    87.29 15315  1  1 0 0 -0.000735    0.001767
2456972.860292   -0.006227    0.002209  18.023 -0.1017  2.671 0.063 1.26255  1024.997  1024.730    0.05    88.82 14205  1  1 1 0 -0.000861   -0.005455
2456972.860807   -0.002087    0.002217  18.023 -0.0963  2.359 0.030 1.26045  1024.837  1023.085    0.04    87.58 19173  1  1 1 0 -0.000987   -0.001528
2456972.861326   -0.005033    0.002215  18.023 -0.0992  2.551 0.039 1.25835  1024.720  1021.954    0.04    92.09 16974  1  1 1 0 -0.001114   -0.004171
2456972.861841   -0.002048    0.002218  18.023 -0.0972  2.834 0.073 1.25629  1024.260  1022.140    0.05    95.33 12976  1  1 1 0 -0.001239   -0.000792
2456973.767491   -0.012877    0.003388  18.023 -0.0719  2.860 0.042 1.96958  1024.054  1022.982    0.01    74.36 12625  1  1 0 0  0.002298   -0.014582
2456973.768021    0.001582    0.003379  18.023 -0.0748  2.672 0.058 1.96226  1024.328  1022.218    0.01    70.65 13972  1  1 0 0  0.002280   -0.000299
2456973.787297   -0.003539    0.002938  18.023 -0.0750  2.827 0.066 1.73204  1023.711  1021.545    0.02    69.49 12811  1  1 0 0  0.001393   -0.004513
2456973.787814   -0.002900    0.002926  18.023 -0.0802  2.673 0.052 1.72672  1024.574  1023.285    0.02    67.06 14768  1  1 0 0  0.001362   -0.004005
2456973.808784   -0.011762    0.002616  18.023 -0.0942  2.675 0.035 1.54012  1023.491  1023.753    0.03    72.67 13207  1  1 0 0  0.000006   -0.011719
2456973.809298   -0.002563    0.002588  18.023 -0.0865  2.531 0.027 1.53618  1024.035  1023.101    0.03    74.50 16147  1  1 0 0 -0.000030   -0.002637
2456973.829124   -0.006239    0.002392  18.023 -0.0951  2.760 0.045 1.40298  1023.840  1023.437    0.03    60.62 13039  1  1 0 0 -0.000323   -0.005832
2456973.829639   -0.007238    0.002393  18.023 -0.0977  2.560 0.047 1.39996  1024.242  1023.766    0.03    63.61 14446  1  1 0 0 -0.000306   -0.007049
2456973.847049   -0.004291    0.002253  18.023 -0.0956  2.504 0.035 1.30872  1023.820  1024.321    0.04    67.62 17629  1  1 0 0 -0.000162   -0.004280
2456973.847570   -0.008106    0.002244  18.023 -0.0969  2.506 0.042 1.30629  1024.355  1024.346    0.04    66.63 15631  1  1 0 0 -0.000171   -0.008087
2456973.865779   -0.009022    0.002249  18.023 -0.1000  2.364 0.039 1.23092  1024.168  1023.326    0.04   203.08 19224  1  1 0 0 -0.000442   -0.008918
2456973.866291   -0.004655    0.002255  18.023 -0.0962  2.349 0.043 1.22904  1024.200  1023.495    0.04   236.86 18029  1  1 0 0 -0.000448   -0.004561
2456974.766931   -0.010820    0.003338  18.023 -0.0660  2.802 0.049 1.94060  1024.535  1021.667    0.02   106.10 12779  1  1 0 0 -0.001913   -0.009027
2456974.767449   -0.014935    0.003328  18.023 -0.0645  2.945 0.050 1.93366  1023.937  1022.109    0.02   106.21 12480  1  1 0 0 -0.001906   -0.013003
2456974.786899   -0.004676    0.002881  18.023 -0.0783  2.946 0.055 1.70879  1024.846  1023.506    0.02    91.60 11403  1  1 0 0 -0.001900   -0.002747
2456974.787415   -0.005712    0.002884  18.023 -0.0809  2.683 0.040 1.70365  1026.625  1024.543    0.02    90.63 13278  1  1 0 0 -0.001910   -0.004043
2456974.805615   -0.007499    0.002631  18.023 -0.0891  3.090 0.053 1.54387  1024.384  1022.641    0.03    94.96  8331  1  1 0 0 -0.002761   -0.004695
2456974.806133   -0.006253    0.002627  18.023 -0.0973  2.904 0.037 1.53987  1024.521  1022.987    0.03    93.13 11415  1  1 0 0 -0.002808   -0.003600
2456974.823296   -0.010811    0.002424  18.023 -0.0867  2.975 0.031 1.42187  1023.959  1023.689    0.03    92.35 11894  1  1 0 0 -0.003562   -0.007448
2456974.823811   -0.009522    0.002420  18.023 -0.0921  2.741 0.053 1.41873  1023.909  1023.168    0.03    97.36 15040  1  1 0 0 -0.003524   -0.006431
2456974.842611   -0.009168    0.002290  18.023 -0.0950  2.633 0.040 1.31701  1024.849  1023.604    0.04    74.17 15507  1  1 0 0 -0.002799   -0.006799
2456974.843135   -0.001633    0.002287  18.023 -0.0998  2.766 0.062 1.31452  1025.829  1025.882    0.04    68.90 14198  1  1 0 0 -0.002845    0.000911
2456974.863447   -0.008556    0.002245  18.023 -0.0974  2.833 0.038 1.22963  1024.156  1023.295    0.04   203.66 14052  1  1 0 0 -0.002610   -0.006143
2456974.863960   -0.011066    0.002260  18.023 -0.1038  3.737 0.026 1.22777  1024.345  1025.705    0.04   224.89  7948  1  1 0 0 -0.002444   -0.007871
2456975.761741   -0.008158    0.003435  18.023 -0.1309  2.512 0.052 1.97492  1024.167  1023.041    0.01   110.80 14959  1  1 0 0  0.001643   -0.009664
2456975.762270   -0.006157    0.003423  18.023 -0.1346  2.614 0.039 1.96757  1023.936  1022.602    0.01   114.84 14463  1  1 0 0  0.001602   -0.007525
2456975.782892   -0.008382    0.002960  18.023 -0.1290  2.624 0.046 1.72217  1023.464  1022.552    0.02   101.73 13249  1  1 0 0  0.000219   -0.008571
2456975.783411    0.000735    0.002954  18.023 -0.1337  2.568 0.091 1.71690  1023.975  1023.334    0.02    98.73 15743  1  1 0 0  0.000204    0.000502
2456975.803013   -0.008437    0.002658  18.023 -0.1371  2.568 0.076 1.54324  1024.606  1022.948    0.02    82.16 12378  1  1 0 0 -0.000069   -0.008440
2456975.803528   -0.000314    0.002661  18.023 -0.1380  2.695 0.094 1.53927  1024.852  1023.213    0.03    95.87 12111  1  1 0 0 -0.000048   -0.000205
2456975.831898   -0.001595    0.002395  18.023 -0.1444  2.812 0.036 1.35747  1024.426  1024.529    0.03    96.44 11062  1  1 0 0  0.000774   -0.002060
2456975.832423   -0.002468    0.002373  18.023 -0.1521  2.745 0.064 1.35470  1024.190  1022.535    0.03    96.58 12236  1  1 0 0  0.000782   -0.003010
2456975.856101   -0.006913    0.002248  18.023 -0.1516  2.563 0.025 1.24719  1023.533  1023.874    0.03   124.38 13651  1  1 0 0  0.000959   -0.007790
2456975.856618   -0.000032    0.002241  18.023 -0.1433  2.725 0.030 1.24519  1024.284  1021.935    0.03   132.52 12383  1  1 0 0  0.000961   -0.000746
2456976.762587   -0.008237    0.003375  18.023 -0.1631  2.306 0.039 1.92699  1024.537  1021.921    0.01   103.08 18230  1  1 0 0  0.005374   -0.013105
2456976.763100   -0.002870    0.003370  18.023 -0.1591  2.277 0.037 1.92023  1024.500  1022.251    0.01    96.42 17410  1  1 0 0  0.005386   -0.007777
2456976.784145    0.000885    0.002902  18.023 -0.1524  2.408 0.039 1.68314  1023.840  1022.747    0.02    98.27 17763  1  1 0 0  0.005352   -0.003861
2456976.784667   -0.000331    0.002874  18.023 -0.1548  2.375 0.045 1.67813  1025.818  1025.525    0.03   100.21 17488  1  1 0 0  0.005315   -0.005079
2456976.811568    0.003214    0.002536  18.023 -0.1550  2.489 0.059 1.46256  1023.689  1022.960    0.03   110.18 16986  1  1 0 0  0.004898   -0.001065
2456976.812084   -0.013580    0.002544  18.023 -0.1618  2.943 0.092 1.45913  1023.863  1024.309    0.04   116.08 12679  1  1 0 0  0.004921   -0.017415
2456976.839470   -0.006755    0.002321  18.023 -0.1496  2.477 0.059 1.30653  1023.873  1022.463    0.03    95.47 16733  1  1 0 0  0.003421   -0.009799
2456976.839989   -0.004389    0.002305  18.023 -0.1563  2.519 0.082 1.30412  1023.997  1023.844    0.04   105.15 16756  1  1 0 0  0.003463   -0.007425
2456976.840500   -0.001022    0.002298  18.023 -0.1549  2.604 0.054 1.30177  1025.121  1024.454    0.04   107.02 15267  1  1 1 0  0.003504   -0.004007
2456976.841022   -0.004919    0.002294  18.023 -0.1523  2.695 0.044 1.29938  1024.449  1022.728    0.04   110.49 13312  1  1 1 0  0.003546   -0.007846
2456976.861066    0.004027    0.002285  18.023 -0.1542  2.399 0.056 1.21895  1023.541  1025.560    0.05   213.33 16891  1  1 0 0  0.004966   -0.000401
