# telescope   = tel13
# season      = 2014-2015
# filter      = RG715
# aperture    = 6.000               pix
# deblend     = 1
# gliese      = 1132
# lhs         = 281
# nltt        = 23819
# twomass     = 10145184-4709244
# ra          = 10:14:51.770        hr
# dec         = -47:09:24.10        deg
# pmra        = -1.04648201531881   arcsec/yr
# pmdec       = 0.416445772717513   arcsec/yr
# aflag       = R 
# plx         = 0.08307             arcsec
# e_plx       = 0.00169             arcsec
# r_plx       = 2005AJ....129.1954J
# distmod     = 0.402778947673816   mag
# s_distmod   = T
# bjmag       = 13.95               mag
# rfmag       = 11.93               mag
# inmag       = 9.57                mag
# jmag        = 9.245               mag
# e_jmag      = 0.026               mag
# q_jmag      = A
# hmag        = 8.666               mag
# e_hmag      = 0.031               mag
# q_hmag      = A
# kmag        = 8.322               mag
# e_kmag      = 0.027               mag
# q_kmag      = A
# vest        = 13.49               mag
# s_vest      = R
# vmjest      = 4.245               mag
# spectype    = M3.5
# r_spectype  = 1996AJ....112.2799H
# mass        = 0.180204199469014   Msol
# radius      = 0.201979294465034   Rsol
# null_dc[1]  = 0.000114            mag
# null_dc[2]  = 0.000573            mag
# null_cm     = 0.844670            mag/mag
# null_fwhm_k = -0.001020           mag/pix
# null_fwhm_0 = 2.516000            pix
# null_chidof = 3.918
# null_nfit   = 9264
# null_nparm  = 4
#
#BJD           Mag         e_Mag       tExp    DMag    FWHM   Ellip Airmass X         Y         Angle   Sky      Peak  S  V  R F CM        Corr_Mag   
#------------- ----------- ----------- ------- ------- ------ ----- ------- --------- --------- ------- -------- ----- -- -- - - --------- -----------
2456724.696037   -0.012026    0.001929  18.023 -0.0231  4.831 0.030 1.05617  1021.748  1025.298  179.95    39.90  4668  2  1 0 0 -0.003118   -0.007603
2456724.696551   -0.007397    0.001913  18.023 -0.0378  3.784 0.053 1.05655  1021.952  1024.078  179.95    42.66  8177  2  1 0 0 -0.003117   -0.004043
2456724.753695   -0.010002    0.001995  18.023 -0.0167  3.444 0.082 1.14641  1022.755  1022.763  179.96    34.85 11422  2  1 0 0 -0.003183   -0.006940
2456724.754212   -0.009961    0.002002  18.023 -0.0232  2.923 0.059 1.14771  1022.891  1021.983  179.96    40.88 15621  2  1 0 0 -0.003202   -0.007415
2456724.773437   -0.007554    0.002067  18.023 -0.0252  2.868 0.068 1.20342  1022.643  1022.281  179.97    42.67 14685  2  1 0 0 -0.003918   -0.004459
2456724.773957   -0.006597    0.002082  18.023 -0.0268  3.032 0.045 1.20514  1022.410  1024.684  179.97    42.37 12428  2  1 0 0 -0.003937   -0.003318
2456724.790290   -0.009935    0.002151  18.023 -0.0198  2.792 0.096 1.26575  1022.497  1022.559  179.97    47.08 14485  2  1 0 0 -0.004645   -0.006304
2456724.790810   -0.009336    0.002148  18.023 -0.0129  3.070 0.054 1.26790  1023.471  1021.360  179.97    45.43 13238  2  1 0 0 -0.004672   -0.005397
2456724.808631   -0.009325    0.002282  18.023 -0.0155  2.642 0.055 1.35104  1023.514  1024.720  179.98    46.00 16503  2  1 0 0 -0.004996   -0.005550
2456724.809161   -0.009863    0.002272  18.023 -0.0148  2.457 0.076 1.35382  1023.248  1025.259  179.98    55.62 18503  2  1 0 0 -0.004950   -0.006315
2456724.829328   -0.012409    0.002454  18.023 -0.0118  2.502 0.103 1.47487  1022.951  1023.661  179.98    57.62 18298  2  1 0 0 -0.003967   -0.009646
2456724.829840   -0.006473    0.002467  18.023 -0.0102  2.888 0.126 1.47837  1022.660  1025.762  179.98    62.45 15934  2  1 0 0 -0.003998   -0.003290
2456724.844706   -0.005352    0.002676  18.023 -0.0397  2.487 0.046 1.59125  1022.926  1023.986  179.98    60.42 21269  2  1 0 0 -0.004834   -0.001872
2456724.845230   -0.001117    0.002685  18.023 -0.0512  2.390 0.063 1.59565  1022.739  1025.600  179.98    61.83 20093  2  1 0 0 -0.004818    0.002251
2456724.870534   -0.034693    0.004172  18.023 -0.5477  3.109 0.095 1.85178  1024.471  1020.713  179.99    66.15  7293  2  1 0 0 -0.004081   -0.031213
2456724.871053   -0.004755    0.003389  18.023 -0.1094  3.116 0.064 1.85808  1023.419  1023.861  179.99    69.84 11270  2  1 0 0 -0.004068   -0.001280
2456725.521885    0.001800    0.002338  18.023 -0.0745  2.224 0.046 1.36277  1024.228  1024.369    0.02    56.80 20627  1  1 0 0  0.004312   -0.002255
2456725.522407   -0.006311    0.002311  18.023 -0.0718  2.155 0.047 1.35998  1024.100  1022.096    0.03    62.61 24397  1  1 0 0  0.004325   -0.010447
2456725.546581    0.003223    0.002162  18.023 -0.0723  2.641 0.041 1.24914  1023.858  1022.173    0.03    54.79 16533  1  1 0 0  0.004037   -0.000173
2456725.547095   -0.005949    0.002154  18.023 -0.0671  2.579 0.053 1.24713  1024.087  1022.153    0.04    59.66 17252  1  1 0 0  0.004040   -0.009412
2456725.566197    0.003264    0.002074  18.023 -0.0674  2.497 0.036 1.18167  1022.852  1022.638    0.04    52.59 17369  1  1 0 0  0.004048   -0.000289
2456725.566726   -0.002382    0.002069  18.023 -0.0683  2.528 0.031 1.18009  1023.081  1024.250    0.04    51.01 18118  1  1 0 0  0.004019   -0.005879
2456725.582574   -0.002333    0.002006  18.023 -0.0709  2.273 0.037 1.13780  1023.725  1024.042    0.04    44.27 23170  1  1 0 0  0.003139   -0.005347
2456725.583098   -0.000085    0.002011  18.023 -0.0688  2.330 0.043 1.13656  1023.712  1023.286    0.05    42.28 21388  1  1 0 0  0.003110   -0.003016
2456725.606785   -0.000772    0.001959  18.023 -0.0633  2.257 0.047 1.09034  1024.117  1026.056    0.05    47.03 24761  1  1 0 0  0.003138   -0.003801
2456725.607312   -0.001478    0.001957  18.023 -0.0623  2.194 0.042 1.08951  1023.675  1023.684    0.05    45.91 22700  1  1 0 0  0.003130   -0.004565
2456725.627706   -0.000347    0.001933  18.023 -0.0639  2.257 0.046 1.06382  1023.717  1024.429    0.05    47.17 22186  1  1 0 0  0.002871   -0.003151
2456725.628224    0.000493    0.001930  18.023 -0.0618  2.315 0.046 1.06332  1024.036  1022.139    0.05    47.84 23169  1  1 0 0  0.002872   -0.002253
2456725.641496   -0.001401    0.001911  18.023 -0.0663  2.211 0.048 1.05297  1023.084  1025.111    0.06    39.66 25805  1  1 0 0  0.002912   -0.004286
2456725.642020   -0.006147    0.001914  18.023 -0.0680  2.282 0.048 1.05266  1023.660  1022.308    0.06    44.73 22149  1  1 0 0  0.002914   -0.008962
2456725.666232   -0.001212    0.001918  18.023 -0.0717  2.393 0.048 1.04592  1022.034  1022.758  179.94    50.85 20605  2  1 0 0  0.004327   -0.005566
2456725.666753    0.001530    0.001918  18.023 -0.0706  2.257 0.052 1.04594  1022.156  1023.907  179.94    51.57 22959  2  1 0 0  0.004349   -0.002982
2456725.689973    0.001160    0.001912  18.023 -0.0752  2.241 0.055 1.05387  1022.355  1024.064  179.95    49.61 22179  2  1 0 0  0.004473   -0.003472
2456725.690490    0.004129    0.001913  18.023 -0.0738  2.273 0.052 1.05421  1022.848  1023.511  179.95    50.14 19614  2  1 0 0  0.004418   -0.000423
2456725.711978    0.001212    0.001936  18.023 -0.0748  2.087 0.065 1.07451  1022.158  1024.044  179.96    46.72 27830  2  1 0 0  0.002675   -0.002059
2456725.712499    0.002600    0.001946  18.023 -0.0798  2.134 0.060 1.07516  1022.469  1025.525  179.97    47.50 19201  2  1 0 0  0.002656   -0.000607
2456725.733415   -0.003940    0.001962  18.023 -0.0633  2.167 0.076 1.10796  1022.371  1023.563  179.97    50.89 20637  2  1 0 0  0.002341   -0.006846
2456725.733936    0.001387    0.001970  18.023 -0.0663  2.260 0.082 1.10895  1022.610  1022.884  179.97    50.06 21828  2  1 0 0  0.002347   -0.001430
2456725.756631   -0.001887    0.002026  18.023 -0.0462  2.158 0.073 1.16113  1022.428  1021.611  179.98    39.39 21330  2  1 0 0  0.002557   -0.004986
2456725.757162   -0.003091    0.002034  18.023 -0.0452  2.172 0.067 1.16258  1022.354  1023.918  179.98    37.23 22765  2  1 0 0  0.002561   -0.006178
2456725.773805   -0.003373    0.002093  18.023 -0.0528  2.280 0.080 1.21380  1023.739  1022.944  179.95    46.64 23963  2  1 0 0  0.002316   -0.006144
2456725.774325   -0.009287    0.002095  18.023 -0.0536  2.219 0.079 1.21560  1023.371  1023.310  179.96    45.82 20733  2  1 0 0  0.002301   -0.012106
2456725.810717   -0.009331    0.002299  18.023 -0.0175  2.359 0.042 1.37689  1023.617  1023.555  179.98    59.24 18144  2  1 0 0 -0.000091   -0.009987
2456725.811232   -0.004753    0.002314  18.023 -0.0178  2.372 0.033 1.37975  1023.427  1025.654  179.97    50.77 16573  2  1 0 0 -0.000113   -0.005378
2456725.837668   -0.000537    0.002588  18.023 -0.0175  2.375 0.059 1.55607  1023.114  1022.919  179.98    63.45 18958  2  1 0 0  0.000651   -0.001804
2456725.838191   -0.007629    0.002603  18.023 -0.0183  2.376 0.057 1.56022  1022.668  1023.006  179.98    63.66 19531  2  1 0 0  0.000702   -0.008938
2456725.855487   -0.010151    0.002855  18.023 -0.0171  2.700 0.062 1.71547  1022.841  1022.192  179.98    57.18 15906  2  1 0 0  0.001687   -0.011961
2456725.856013   -0.008595    0.002874  18.023 -0.0105  2.567 0.043 1.72080  1022.577  1023.710  179.98    56.63 14998  2  1 0 0  0.001706   -0.010557
2456725.874866   -0.007228    0.003287  18.023 -0.0006  2.755 0.036 1.94160  1022.526  1023.263  180.00    74.10 14179  2  1 0 0  0.003170   -0.010235
2456725.875388   -0.001795    0.003307  18.023 -0.0048  2.783 0.055 1.94864  1022.529  1024.996  179.99    74.06 13662  2  1 0 0  0.003227   -0.004821
2456726.515299   -0.005355    0.002336  18.023 -0.0120  2.351 0.058 1.38408  1023.828  1023.978    0.03    67.64 20773  1  1 0 0 -0.003350   -0.002808
2456726.515816   -0.002215    0.002312  18.023 -0.0136  2.318 0.042 1.38117  1023.632  1024.313    0.03    65.52 20242  1  1 0 0 -0.003325    0.000276
2456726.530847   -0.007822    0.002202  18.023 -0.0175  2.114 0.048 1.30453  1023.738  1023.661    0.03    56.09 26148  1  1 0 0 -0.003303   -0.005557
2456726.531363   -0.008351    0.002201  18.023 -0.0170  2.083 0.054 1.30215  1023.865  1024.243    0.03    61.97 29968  1  1 0 0 -0.003333   -0.006092
2456726.557869   -0.005691    0.002072  18.023 -0.0273  2.374 0.037 1.19919  1024.229  1021.448    0.03    50.07 17496  1  1 0 0 -0.003892   -0.002663
2456726.558386   -0.006318    0.002060  18.023 -0.0172  2.179 0.030 1.19752  1025.183  1023.619    0.03    50.84 20843  1  1 0 0 -0.003884   -0.003496
2456726.579198   -0.011832    0.001986  18.023 -0.0259  2.520 0.031 1.13937  1024.194  1025.339    0.04    42.43 15442  1  1 0 0 -0.004130   -0.008454
2456726.579719   -0.003757    0.001985  18.023 -0.0245  2.306 0.036 1.13812  1024.035  1025.338    0.04    45.64 19693  1  1 0 0 -0.004142   -0.000588
2456726.598476    0.000277    0.001933  18.023 -0.0184  2.303 0.045 1.09961  1024.085  1024.460    0.05    41.69 19682  1  1 0 0 -0.004718    0.003930
2456726.598992   -0.009464    0.001925  18.023 -0.0176  2.298 0.053 1.09872  1023.530  1023.904    0.05    40.73 21010  1  1 0 0 -0.004736   -0.005801
2456726.599522   -0.003155    0.001946  18.023 -0.0224  2.155 0.038 1.09780  1024.418  1020.944    0.05    39.15 21410  1  1 1 0 -0.004754    0.000378
2456726.600037   -0.007937    0.001941  18.023 -0.0157  2.265 0.041 1.09693  1024.689  1023.300    0.05    39.31 21086  1  1 1 0 -0.004771   -0.004278
2456726.600550   -0.007233    0.001929  18.023 -0.0197  2.167 0.059 1.09606  1024.586  1025.371    0.05    38.08 22226  1  1 1 0 -0.004788   -0.003659
2456726.601067   -0.004924    0.001937  18.023 -0.0242  2.244 0.056 1.09519  1024.227  1023.095    0.05    38.03 23637  1  1 1 0 -0.004805   -0.001257
2456726.618092   -0.006196    0.001904  18.023 -0.0192  2.374 0.056 1.07118  1022.549  1024.295    0.06    39.81 18870  1  1 0 0 -0.003284   -0.003682
2456726.618613   -0.005555    0.001908  18.023 -0.0229  2.331 0.059 1.07058  1023.452  1022.943    0.06    42.78 19790  1  1 0 0 -0.003223   -0.003136
2456726.634189   -0.010450    0.001890  18.023 -0.0187  2.394 0.067 1.05602  1022.792  1021.510    0.06    39.09 19721  1  1 0 0 -0.002585   -0.008506
2456726.634704   -0.003610    0.001884  18.023 -0.0198  2.324 0.048 1.05565  1023.676  1021.508    0.06    44.13 19312  1  1 0 0 -0.002586   -0.001736
2456726.648289   -0.003438    0.001875  18.023 -0.0200  2.155 0.032 1.04840  1022.878  1022.308    0.07    38.50 25977  1  1 0 0 -0.002637   -0.001694
2456726.648816   -0.004607    0.001876  18.023 -0.0193  2.171 0.040 1.04822  1023.558  1024.176    0.06    43.40 23248  1  1 0 0 -0.002642   -0.002842
2456726.666483   -0.006652    0.001864  18.023 -0.0216  2.175 0.045 1.04613  1022.214  1024.066  179.95    45.15 24657  2  1 0 0 -0.002703   -0.005290
2456726.667004   -0.006207    0.001868  18.023 -0.0212  2.213 0.038 1.04619  1022.384  1023.651  179.95    45.63 21087  2  1 0 0 -0.002686   -0.004821
2456726.685157   -0.003399    0.001878  18.023 -0.0231  2.332 0.062 1.05258  1021.959  1025.316  179.96    46.11 21677  2  1 0 0 -0.002102   -0.002384
2456726.685680   -0.007090    0.001875  18.023 -0.0227  2.147 0.042 1.05289  1022.403  1026.307  179.96    46.96 20507  2  1 0 0 -0.002097   -0.006268
2456726.703689   -0.004045    0.001900  18.023 -0.0270  2.643 0.079 1.06803  1022.283  1022.275  179.96    42.85 17282  2  1 0 0 -0.001944   -0.002846
2456726.704225   -0.008765    0.001916  18.023 -0.0362  2.850 0.094 1.06862  1022.469  1023.343  179.96    42.43 14007  2  1 0 0 -0.001939   -0.007360
2456726.723547   -0.002849    0.001938  18.023 -0.0290  2.509 0.037 1.09524  1021.826  1024.268  179.97    43.23 18092  2  1 0 0 -0.001040   -0.002550
2456726.724080   -0.003191    0.001939  18.023 -0.0275  2.439 0.043 1.09614  1022.738  1024.426  179.97    44.34 17624  2  1 0 0 -0.001015   -0.002985
2456726.743813    0.001204    0.001996  18.023 -0.0355  2.442 0.059 1.13565  1106.222  1059.096  179.94    43.95 20026  2  1 0 0  0.001001   -0.000291
2456726.744408   -0.003701    0.001984  18.023 -0.0318  2.510 0.097 1.13704  1024.211  1025.491  179.95    43.82 17835  2  1 0 0  0.001033   -0.005153
2456726.765169   -0.003241    0.002045  18.023 -0.0286  2.259 0.052 1.19423  1023.275  1023.785  179.97    47.79 20967  2  1 0 0  0.000408   -0.004421
2456726.765691   -0.002137    0.002065  18.023 -0.0294  2.279 0.079 1.19589  1023.168  1023.422  179.97    47.99 21834  2  1 0 0  0.000413   -0.003301
2456726.794441    0.001612    0.002216  18.023 -0.0402  2.629 0.121 1.30780  1022.269  1024.307  179.97    48.49 14806  2  1 0 0  0.000437    0.000785
2456726.794958   -0.004508    0.002215  18.023 -0.0449  2.968 0.128 1.31022  1023.358  1023.940  179.97    54.52 12967  2  1 0 0  0.000430   -0.004983
2456726.813812   -0.000023    0.002370  18.023 -0.0285  2.677 0.063 1.41039  1023.386  1024.702  179.97    57.94 15499  2  1 0 0  0.000824   -0.001128
2456726.814327   -0.006072    0.002364  18.023 -0.0211  2.819 0.083 1.41348  1022.393  1024.757  179.98    62.26 13897  2  1 0 0  0.000852   -0.007056
2456726.828597    0.001725    0.002520  18.023 -0.0187  2.511 0.047 1.50794  1023.714  1022.853  179.98    63.16 18879  2  1 0 0  0.001358   -0.000000
2456726.829117    0.002678    0.002524  18.023 -0.0172  2.726 0.036 1.51173  1023.413  1025.183  179.98    66.04 14996  2  1 0 0  0.001355    0.001174
2456726.846586   -0.005250    0.002764  18.023 -0.0076  2.772 0.050 1.65565  1022.864  1023.941  179.98    72.58 14811  2  1 0 0  0.001257   -0.006624
2456726.847115   -0.000398    0.002785  18.023 -0.0124  2.754 0.083 1.66057  1024.127  1021.908  179.98    71.94 14190  2  1 0 0  0.001252   -0.001786
2456726.868515   -0.002590    0.003214  18.023 -0.0005  2.868 0.052 1.89407  1022.039  1022.052  179.99    82.05 14053  2  1 0 0  0.001058   -0.003697
2456726.869039    0.003726    0.003232  18.023  0.0042  2.805 0.048 1.90076  1021.792  1024.725  179.99    81.99 13976  2  1 0 0  0.001054    0.002558
2456727.568868    0.004719    0.002040  18.023 -0.0367  2.159 0.044 1.15866  1022.980  1023.206    0.05    65.84 28087  1  1 0 0  0.002402    0.002211
2456727.569398    0.001143    0.002041  18.023 -0.0339  2.103 0.052 1.15725  1024.077  1024.710    0.05    66.27 27230  1  1 0 0  0.002332   -0.001363
2456727.588398    0.003641    0.001977  18.023 -0.0355  2.030 0.049 1.11333  1022.660  1023.120    0.05    63.00 30491  1  1 0 0  0.000416    0.002679
2456727.588915   -0.002311    0.001973  18.023 -0.0301  2.049 0.045 1.11231  1022.964  1022.763    0.05    69.20 29487  1  1 0 0  0.000422   -0.003258
2456727.608256    0.000281    0.001940  18.023 -0.0351  2.207 0.039 1.08019  1023.495  1024.956    0.05    73.25 22145  1  1 0 0  0.000505   -0.000575
2456727.608786   -0.003936    0.001942  18.023 -0.0347  2.171 0.042 1.07947  1023.757  1023.837    0.05    77.09 25743  1  1 0 0  0.000494   -0.004819
2456727.633998    0.000448    0.001911  18.023 -0.0400  2.293 0.041 1.05427  1023.909  1023.750    0.06    69.63 22532  1  1 0 0 -0.000256    0.000322
2456727.634517    0.001142    0.001920  18.023 -0.0402  2.266 0.041 1.05393  1023.836  1022.804    0.06    70.23 23437  1  1 0 0 -0.000279    0.001007
2456727.650604   -0.003785    0.001908  18.023 -0.0403  2.076 0.046 1.04693  1022.271  1022.743    0.07    69.09 23832  1  1 0 0  0.000272   -0.004579
2456727.651125   -0.003390    0.001895  18.023 -0.0331  2.069 0.044 1.04681  1023.030  1022.653    0.07    69.32 26295  1  1 0 0  0.000352   -0.004258
2456727.670928   -0.004263    0.001896  18.023 -0.0340  2.117 0.055 1.04755  1021.921  1023.279  179.95    68.75 27299  2  1 0 0  0.002380   -0.007254
2456727.671448    0.002200    0.001908  18.023 -0.0388  2.141 0.043 1.04770  1022.228  1024.752  179.96    69.84 24522  2  1 0 0  0.002383   -0.000769
2456727.692571    0.001245    0.001927  18.023 -0.0400  2.390 0.062 1.05988   958.994  1091.026  179.94    62.45 22911  2  1 0 0  0.001816   -0.000990
2456727.693097   -0.001266    0.001927  18.023 -0.0383  2.338 0.058 1.06034  1019.604  1025.769  179.96    62.28 20679  2  1 0 0  0.001775   -0.003521
2456727.713451   -0.005677    0.001936  18.023 -0.0334  2.460 0.047 1.08378  1022.767  1024.117  179.97    55.44 20823  2  1 0 0  0.001433   -0.007518
2456727.713974   -0.003553    0.001932  18.023 -0.0350  2.376 0.043 1.08454  1022.609  1025.000  179.97    56.63 21579  2  1 0 0  0.001462   -0.005504
2456727.730019   -0.009367    0.001963  18.023 -0.0308  2.563 0.045 1.11188  1021.870  1023.524  179.97    51.46 16655  2  1 0 0  0.002361   -0.011887
2456727.730550   -0.006368    0.001972  18.023 -0.0340  2.492 0.055 1.11293  1022.359  1024.228  179.97    52.11 18915  2  1 0 0  0.002392   -0.008985
2456727.750887   -0.006767    0.002035  18.023 -0.0346  2.839 0.087 1.16029  1022.747  1023.238  179.97    54.77 14882  2  1 0 0  0.003213   -0.009725
2456727.751423    0.001450    0.002036  18.023 -0.0345  2.538 0.078 1.16175  1021.837  1024.232  179.97    54.95 19458  2  1 0 0  0.003217   -0.001818
2456727.771351   -0.001184    0.002102  18.023 -0.0256  3.095 0.141 1.22426  1022.619  1024.945  179.98    46.17 13424  2  1 0 0  0.003611   -0.004217
2456727.771867   -0.001688    0.002110  18.023 -0.0277  2.577 0.061 1.22611  1022.420  1024.772  179.98    46.51 16458  2  1 0 0  0.003633   -0.005268
2456727.791910   -0.004133    0.002213  18.023 -0.0255  2.773 0.097 1.30867  1022.962  1023.251  179.98    44.98 16788  2  1 0 0  0.003997   -0.007820
2456727.792426    0.003750    0.002211  18.023 -0.0239  2.730 0.083 1.31109  1022.375  1025.643  179.97    45.74 14903  2  1 0 0  0.003985    0.000029
2456727.812131   -0.002731    0.002386  18.023 -0.0250  4.086 0.167 1.41663  1018.983  1019.996  179.98    46.44  7565  2  1 0 0  0.003855   -0.004958
2456727.812650   -0.002235    0.002419  18.023 -0.0215  4.367 0.214 1.41979  1022.594  1023.587  179.98    47.07  4596  2  1 0 0  0.003864   -0.004183
2456727.826698    0.000008    0.002539  18.023 -0.0214  4.161 0.168 1.51392  1022.222  1020.719  179.98    53.46  6778  2  1 0 0  0.003984   -0.002252
2456727.827221   -0.005984    0.002571  18.023 -0.0303  4.325 0.161 1.51777  1021.600  1024.446  179.98    53.35  5524  2  1 0 0  0.003968   -0.008063
2456727.844987    0.001277    0.002794  18.023 -0.0100  4.252 0.192 1.66609  1021.791  1016.165  179.99    56.46  5909  2  1 0 0  0.003382   -0.000381
2456727.845502   -0.007952    0.002809  18.023 -0.0211  4.583 0.168 1.67095  1022.260  1020.996  179.99    55.95  5838  2  1 0 0  0.003336   -0.009234
2456727.864990   -0.007187    0.003202  18.023  0.0136  4.624 0.160 1.88386  1022.233  1022.989  180.00    62.26  4503  2  1 0 0  0.001844   -0.007166
2456727.865517    0.008945    0.003282  18.023 -0.0317  4.737 0.157 1.89051  1021.015  1024.147  180.00    62.09  3013  2  1 0 0  0.001948    0.008994
2456728.511426   -0.005796    0.002348  18.023 -0.0645  2.162 0.055 1.37535  1023.330  1023.025    0.03    93.23 23017  1  1 0 0  0.001229   -0.007310
2456728.511948   -0.007593    0.002336  18.023 -0.0677  2.231 0.056 1.37247  1023.173  1023.758    0.03    93.26 22801  1  1 0 0  0.001139   -0.008960
2456728.549261   -0.004862    0.002116  18.023 -0.0690  2.087 0.050 1.20971  1023.569  1023.632    0.03    80.33 24201  1  1 0 0  0.002133   -0.007216
2456728.549782    0.001785    0.002136  18.023 -0.0719  2.108 0.050 1.20795  1023.773  1023.183    0.03    80.05 27997  1  1 0 0  0.002173   -0.000581
2456728.570198   -0.000952    0.002049  18.023 -0.0667  2.020 0.065 1.14814  1023.929  1023.139    0.04    75.36 31905  1  1 0 0  0.003070   -0.004165
2456728.570732    0.000071    0.002037  18.023 -0.0676  1.997 0.055 1.14679  1023.643  1023.205    0.04    75.15 29532  1  1 0 0  0.003052   -0.003151
2456728.592782    0.002217    0.001981  18.023 -0.0680  2.208 0.056 1.10007  1023.374  1023.157    0.05    71.90 22093  1  1 0 0  0.002300   -0.000154
2456728.593299   -0.007968    0.001977  18.023 -0.0634  2.109 0.057 1.09916  1024.203  1023.090    0.05    71.02 28235  1  1 0 0  0.002282   -0.010425
2456728.607150   -0.000155    0.001967  18.023 -0.0651  1.966 0.062 1.07802  1022.864  1023.397    0.06    71.47 29639  1  1 0 0  0.002089   -0.002596
2456728.607665   -0.002983    0.001967  18.023 -0.0656  2.097 0.047 1.07735  1023.421  1024.676    0.06    71.40 22153  1  1 0 0  0.002122   -0.005318
2456728.627964   -0.001297    0.001933  18.023 -0.0640  2.138 0.049 1.05660  1023.461  1023.447    0.05    72.80 21922  1  1 0 0  0.003548   -0.004794
2456728.628475   -0.001977    0.001942  18.023 -0.0654  2.015 0.063 1.05622  1023.869  1023.888    0.05    73.00 31636  1  1 0 0  0.003597   -0.005641
2456728.643981    0.005301    0.001917  18.023 -0.0580  2.148 0.056 1.04802  1023.631  1024.469    0.06    71.03 22114  1  1 0 0  0.005077    0.000522
2456728.644502    0.000424    0.001930  18.023 -0.0585  2.152 0.058 1.04785  1023.589  1023.233    0.06    71.05 25661  1  1 0 0  0.005078   -0.004351
2456728.645022   -0.004476    0.001908  18.023 -0.0628  2.148 0.051 1.04769  1023.918  1022.033    0.06    71.13 28723  1  1 1 0  0.005037   -0.009220
2456728.645534   -0.005262    0.001923  18.023 -0.0583  2.136 0.047 1.04754  1024.042  1021.818    0.06    70.80 28352  1  1 1 0  0.004997   -0.009986
2456728.646052    0.001122    0.001928  18.023 -0.0618  2.157 0.056 1.04739  1024.516  1024.053    0.06    70.89 25368  1  1 1 0  0.004957   -0.003546
2456728.646582    0.000426    0.001921  18.023 -0.0563  2.155 0.058 1.04725  1024.632  1023.904    0.06    70.76 26692  1  1 1 0  0.004916   -0.004209
2456728.662050   -0.000950    0.001912  18.023 -0.0596  2.064 0.057 1.04625  1022.507  1023.881  179.95    66.68 27143  2  1 0 0  0.003709   -0.005117
2456728.662561   -0.002342    0.001914  18.023 -0.0576  2.105 0.043 1.04632  1023.169  1023.942  179.95    66.69 27607  2  1 0 0  0.003669   -0.006434
2456728.680464   -0.000863    0.001925  18.023 -0.0632  2.065 0.069 1.05303  1022.609  1022.556  179.95    63.55 23824  2  1 0 0  0.003654   -0.004983
2456728.680991   -0.003550    0.001923  18.023 -0.0636  2.081 0.072 1.05335  1022.976  1024.154  179.95    63.57 30004  2  1 0 0  0.003657   -0.007656
2456728.699229   -0.001678    0.001937  18.023 -0.0543  2.080 0.056 1.06910  1022.782  1023.672  179.95    60.72 27541  2  1 0 0  0.003132   -0.005341
2456728.699756    0.002213    0.001936  18.023 -0.0552  2.206 0.080 1.06969  1022.663  1024.826  179.95    60.97 25215  2  1 0 0  0.003113   -0.001305
2456728.719256   -0.002248    0.001976  18.023 -0.0551  2.137 0.048 1.09717  1022.583  1022.701  179.97    58.85 24024  2  1 0 0  0.003800   -0.006417
2456728.719775   -0.000104    0.001979  18.023 -0.0527  2.139 0.077 1.09806  1022.255  1023.193  179.97    58.87 25060  2  1 0 0  0.003829   -0.004296
2456728.742044    0.000483    0.002019  18.023 -0.0596  2.564 0.158 1.14446  1022.616  1023.736  179.97    56.64 16811  2  1 0 0  0.004748   -0.004052
2456728.742561   -0.001557    0.002012  18.023 -0.0506  2.700 0.138 1.14574  1022.971  1024.147  179.97    56.88 16491  2  1 0 0  0.004768   -0.005970
2456728.760228    0.001774    0.002078  18.023 -0.0464  3.465 0.168 1.19581  1022.579  1023.180  179.95    58.14  9961  2  1 0 0  0.002197    0.000314
2456728.760747   -0.000991    0.002071  18.023 -0.0429  3.256 0.189 1.19747  1022.885  1020.937  179.96    58.78 11950  2  1 0 0  0.002111   -0.002592
2456728.789156    0.001418    0.002233  18.023 -0.0416  2.257 0.065 1.30850  1023.177  1023.236  179.97    53.81 22337  2  1 0 0  0.003554   -0.002421
2456728.789679   -0.000560    0.002231  18.023 -0.0442  2.525 0.096 1.31096  1023.113  1025.246  179.96    53.59 18230  2  1 0 0  0.003581   -0.004149
2456728.811389   -0.002048    0.002386  18.023 -0.0419  3.189 0.158 1.42878  1022.737  1024.482  179.98    50.95 11806  2  1 0 0  0.004197   -0.005479
2456728.811911   -0.000951    0.002386  18.023 -0.0330  3.327 0.115 1.43204  1022.505  1024.673  179.98    50.79  9881  2  1 0 0  0.004188   -0.004234
2456728.830319   -0.003236    0.002596  18.023 -0.0284  2.714 0.090 1.56246  1022.788  1024.382  179.97    49.48 16327  2  1 0 0  0.004250   -0.007197
2456728.830853    0.002946    0.002602  18.023 -0.0282  2.871 0.133 1.56673  1023.193  1024.573  179.97    49.92 13915  2  1 0 0  0.004275   -0.000876
2456728.854919   -0.004939    0.003009  18.023 -0.0237  2.775 0.070 1.79639  1023.256  1023.709  179.98    60.83 14069  2  1 0 0  0.004958   -0.009436
2456728.855448    0.000957    0.003038  18.023 -0.0196  3.237 0.144 1.80237  1022.983  1024.829  179.98    60.35 10419  2  1 0 0  0.004961   -0.003070
2456729.510749   -0.006648    0.002320  18.023 -0.0552  2.273 0.051 1.36420  1023.642  1022.928    0.03    96.96 23554  1  1 0 0  0.001939   -0.008649
